Record_No,Handle,ParcelID,Address,Add_Suffix,Direction,Name,Type,Class,Acquisition_dt,CenterX,CenterY,Value,Value_Estimated,Value_Est_Dt,Entered_Date,Usage,Cost,Property_Source,Purchase_Type,Parcel_Status
45459,"14519020020","45190200200","3312",,,"ARLINGTON","AV","C","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45460,"14477020450","44770204500","4717",,,"CUPPLES","PL","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45461,"14477110040","44771100400","4812",,,"CUPPLES","PL","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45463,"14448060170","44480601700","3533",,"N","TAYLOR","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45464,"13817090070","38170900700","1374",,,"GOODFELLOW","BLVD","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45465,"14827000040","48270000400","5752",,,"COTE BRILLIANTE","AV","C","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45466,"14520000020","45200000200","3304",,,"SEMPLE","AV","C","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45467,"14441100160","44411001600","4227",,"W","LEXINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45468,"14408010070","44080100700","4632",,,"SACRAMENTO","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45469,"14440070360","44400703600","4145",,,"ASHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45470,"14477020050","44770200500","4824",,,"NORTHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Residential",,"Tax Suit",,"Available"
45473,"13835060370","38350603700","5977",,,"MINERVA","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45474,"13835060360","38350603600","5973",,,"MINERVA","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45475,"13835060380","38350603800","5979",,,"MINERVA","AV","A","10/20/11 00:00:00",,,,0,,"11/02/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45476,"14996000140","49960001400","5944",,,"HIGHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45478,"13862000030","38620000300","5817",,,"CABANNE","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45479,"13862000040","38620000400","5823",,,"CABANNE","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45480,"14416160300","44161603000","4421",,,"BESSIE","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45482,"14468060040","44680600400","4350",,,"LABADIE","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45483,"14416170520","44161705200","4461",,,"PENROSE","ST","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45484,"14445000240","44450002400","3610",,"N","NEWSTEAD","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45485,"13807090260","38070902600","1367",,,"MONTCLAIR","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45486,"14389110560","43891105600","4130",,"N","EUCLID","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45487,"13803030200","38030302000","1437",,,"ARLINGTON","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45488,"14448060410","44480604100","4559",,,"ASHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45489,"14479000430","44790004300","4751",,,"ST LOUIS","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45490,"14531000040","45310000400","1910",,,"CLARA","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45491,"14426030090","44260300900","4260",,,"LEE","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45492,"14393000170","43930001700","4750",,,"ROSALIE","ST","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45493,"13982000130","39820001300","4326",,,"VISTA","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Option"
45495,"13863180120","38631801200","5706",,,"VERNON","AV","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Accepted Offer"
45496,"14513020170","45130201700","5328",,,"COTE BRILLIANTE","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45497,"14239020220","42390202200","1000",,,"BITTNER","ST","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45503,"14518000010","45180000100","2908",,,"ARLINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45504,"13807090270","38070902700","1365",,,"MONTCLAIR","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45505,"14471000070","44710000700","4646",,,"COTTAGE","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45506,"14467030590","44670305900","3019",,,"WHITTIER","ST","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45508,"14240000300","42400003000","1027",,,"SWITZER","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45509,"14872000050","48720000500","3736",,,"ST LOUIS","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Available"
45510,"14824000470","48240004700","2827",,,"SEMPLE","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45511,"14534000730","45340007300","5529",,,"MAFFITT","AV","A","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45512,"13815090145","38150901450","5732",,,"PAGE","BLVD","C","10/20/11 00:00:00",,,,0,,"11/04/11 00:00:00","Vacant Lot",,"Tax Suit",,"Option"
45513,"14468060600","44680606000","4331",,,"ST LOUIS","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45514,"14997000360","49970003600","5923",,,"LOTUS","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45515,"14467030330","44670303300","3137",,,"WHITTIER","ST","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45516,"13822060500","38220605000","5885",,,"MINERVA","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Option"
45517,"14499060210","44990602100","5120",,,"TERRY","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45520,"14520000090","45200000900","3326",,,"SEMPLE","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45521,"14412030050","44120300500","4468",,,"LEE","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45524,"14997000490","49970004900","5955",,,"LOTUS","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45525,"14525000390","45250003900","1923",,,"SEMPLE","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45526,"13816070200","38160702000","1329",,,"TEMPLE","PL","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45527,"14441090270","44410902700","4253",,,"LEXINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45529,"13801030040","38010300400","1332",,,"SEMPLE","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Option"
45530,"14462060410","44620604100","4605",,,"GREER","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45531,"14467030500","44670305000","3043",,,"WHITTIER","ST","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45533,"14478000210","44780002100","4758",,,"MAFFITT","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45535,"14383160170","43831601700","4103",,"N","EUCLID","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Mixed",,"Tax Suit",,"Available"
45536,"14469060250","44690602500","4447",,,"ST LOUIS","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Billboard",,"Tax Suit",,"Unavailable"
45537,"14468140150","44681401500","4229",,"W","LABADIE","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45539,"14449010210","44490102100","3512",,,"CORA","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45541,"14248050140","42480501400","8439",,,"CHURCH","RD","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45542,"13833180670","38331806700","1281",,,"OAK","CT","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45543,"14467040340","44670403400","3129",,,"ROLLA","PL","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45544,"13834060440","38340604400","5957",,,"PAGE","BLVD","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Option"
45545,"14515000270","45150002700","2321",,,"UNION","BLVD","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45547,"14481030460","44810304600","4719",,,"GREER","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45548,"14511000450","45110004500","1716",,,"UNION","BLVD","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45549,"14416160410","44161604100","4449",,,"BESSIE","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45550,"14418020420","44180204200","4409",,,"RICHARD","PL","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45552,"13804000170","38040001700","1491",,,"ARLINGTON","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45553,"14995000250","49950002500","5900",,,"KENNERLY","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45555,"14534000740","45340007400","5531",,,"MAFFITT","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45557,"14519020060","45190200600","3322",,,"ARLINGTON","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45559,"14410010350","44100103500","3918",,"N","TAYLOR","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45561,"14441100220","44411002200","4241",,"W","LEXINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45562,"13815090080","38150900800","1276",,,"GOODFELLOW","BLVD","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Option"
45563,"13815090070","38150900700","1274",,,"GOODFELLOW","BLVD","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Vacant Lot",,"Tax Suit",,"Option"
45566,"14437000020","44370000200","4236",,"W","KOSSUTH","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45567,"13816090100","38160901000","1342",,,"GOODFELLOW","BLVD","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45568,"13815070030","38150700300","1208",,,"BLACKSTONE","AV","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Option"
45569,"14515000540","45150005400","1942",,,"ARLINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45570,"14499050060","44990500600","5206",,,"ST LOUIS","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45571,"14447040250","44470402500","4461",,,"ASHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45572,"14990000270","49900002707","5801",,,"DR MARTIN LUTHER KING","DR","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Billboard",,"Tax Suit",,"Unavailable"
45573,"14467040130","44670401300","3100",,,"NEW ASHLAND","PL","C","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45575,"14391010280","43910102800","4877",,,"CARTER","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Accepted Offer"
45576,"14478000540","44780005400","4747",,,"NORTHLAND","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45579,"14480000890","44800008900","2938",,"N","EUCLID","AV","A","10/20/11 00:00:00",,,,0,,"11/07/11 00:00:00","Residential",,"Tax Suit",,"Available"
45580,"14517050730","45170507300","2838",,,"ARLINGTON","AV","A","10/20/11 00:00:00",,,,0,,"11/08/11 00:00:00","Residential",,"Tax Suit",,"Available"
45581,"14450150150","44501501500","4645",,,"PALM","ST","A","11/03/11 00:00:00",,,,0,,"11/09/11 00:00:00","Residential",,"Donations",,"Available"
45587,"13645000050","36450000500","3954",,,"ST LOUIS","AV","A","11/21/11 00:00:00",,,,0,,"12/05/11 00:00:00","Vacant Lot",,"Donations",,"Available"
45588,"13447000140","34470001400","600",,"E","CLARENCE","AV","AA","08/12/11 00:00:00",,,,0,,"12/06/11 00:00:00","Commercial",4.3074100000000000e+05,"Planned Industrial",,"Option"
45598,"15139000020","51390000200","5038",,,"DAVISON","AV","A","12/01/11 00:00:00",,,,0,,"12/19/11 00:00:00","Vacant Lot",,"Donations",,"Available"
45599,"15559000150","55590001500","4938",,,"ARLINGTON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45600,"15320000110","53200001100","4942",,,"GENEVIEVE","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45603,"16097000180","60970001800","5824",,,"TERRY","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45604,"15347000340","53470003400","6037",,,"GARESCHE","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45605,"15595000270","55950002700","4015",,,"CAMELLIA","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45606,"15086000360","50860003600","5097",,,"RUSKIN","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45607,"15014000410","50140004100","4723",,,"MAFFITT","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45610,"15293000090","52930000900","4928",,,"ALCOTT","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45611,"15401000120","54010001200","8653",,"N","BROADWAY",,"A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45612,"15557000560","55570005600","5031",,,"CLAXTON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45613,"15087000270","50870002700","5072",,,"UNION","BLVD","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45614,"15037000240","50370002400","4237",,"W","MARGARETTA","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45617,"15569000140","55690001400","5240",,,"DAVISON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45619,"15293000320","52930003200","4951",,,"EMERSON","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45620,"15124000370","51240003700","5435",,,"THRUSH","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45622,"15532000190","55320001900","5264",,,"BEACON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45624,"15138000190","51380001900","5056",,,"ALCOTT","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45625,"15552000470","55520004700","5869",,,"HIGHLAND","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45627,"15525000060","55250000600","5518",,,"GENEVIEVE","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45628,"15350000240","53500002400","5911",,,"SHERRY","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45629,"15292000310","52920003100","4965",,,"ALCOTT","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45630,"15084000410","50840004100","5323",,,"GERALDINE","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45632,"15321000330","53210003300","4947",,,"GENEVIEVE","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45634,"15306000280","53060002800","1455",,,"GOODFELLOW","BLVD","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45636,"15277000330","52770003300","846",,,"ELIAS","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45637,"15202000470","52020004700","5649",,,"MAFFITT","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45638,"16019000070","60190000700","8432",,,"LOWELL","ST","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45639,"15244000470","52440004700","5629",,,"ROOSEVELT","PL","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45640,"15256000100","52560001000","5556",,,"ST EDWARD","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Lease"
45641,"15257000190","52570001900","5565",,,"ST EDWARD","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Lease"
45642,"15257000200","52570002000","5569",,,"ST EDWARD","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Lease"
45643,"15397000040","53970000400","4912",,,"PLOVER","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45644,"15243000450","52430004500","2801",,,"CLARA","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45645,"15530000520","55300005200","5201",,,"GENEVIEVE","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Mixed",,"Tax Suit",,"Available"
45646,"15530000360","55300003600","5249",,,"GENEVIEVE","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45648,"15556000270","55560002700","5076",,,"EMERSON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45649,"15557000550","55570005500","5035",,,"CLAXTON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45650,"15532000270","55320002700","5269",,,"DAVISON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45651,"15352000120","53520001200","5916",,,"LAURA","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45653,"15345000100","53450001000","6040",,,"EMMA","AV","C","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45654,"15323000410","53230004100","5015",,,"BEACON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45655,"15084000100","50840001000","5334",,,"UNION","BLVD","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45656,"15557000480","55570004800","5055",,,"CLAXTON","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45658,"15124000250","51240002500","5477",,,"THRUSH","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45659,"15186000370","51860003700","3859",,,"GREER","AV","A","12/01/11 00:00:00",,,,0,,"12/20/11 00:00:00","Residential",,"Tax Suit",,"Available"
45660,"15395000220","53950002200","5041",,,"PLOVER","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45661,"15137000140","51370001400","5846",,"W","FLORISSANT","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45662,"15127000120","51270001200","5448",,,"GILMORE","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45663,"15127000130","51270001300","5450",,,"GILMORE","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45665,"15133000190","51330001900","5708",,"W","FLORISSANT","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45666,"15062000230","50620002300","3157",,,"BENT","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45667,"15085000300","50850003000","5387",,,"RUSKIN","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Unavailable"
45671,"15903000070","59030000700","4604",,,"CLEVELAND","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Offer"
45672,"15293000150","52930001500","4946",,,"ALCOTT","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45674,"15128000160","51280001600","5462",,,"ORIOLE","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45676,"15346000070","53460000700","6050",,,"LUCILLE","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45678,"15476000130","54760001300","3712",,,"EILER","ST","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45679,"15189000360","51890003600","3949",,,"ASHLAND","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45680,"15291000510","52910005100","4901",,,"DAVISON","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45681,"15533000450","55330004500","5217",,"N","EUCLID","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45682,"15201000590","52010005900","5709",,,"KENNERLY","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45685,"15393000120","53930001200","5123",,,"ROBIN","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45686,"15397000460","53970004600","4917",,,"THRUSH","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Accepted Offer"
45688,"15330000080","53300000800","5324",,,"EMERSON","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45690,"15398000060","53980000600","4920",,,"WREN","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45691,"15292000230","52920002300","4968",,,"DAVISON","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45692,"15292000290","52920002900","4971",,,"ALCOTT","AV","C","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Vacant Lot",,"Tax Suit",,"Available"
45693,"15186000280","51860002800","3833",,,"GREER","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45694,"15468000170","54680001700","4963",,,"THEKLA","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45695,"15525000270","55250002700","5519",,,"BEACON","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45696,"15467000340","54670003400","4932",,,"LILBURN","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
45701,"15083000250","50830002500","5382",,,"CLAXTON","AV","A","12/01/11 00:00:00",,,,0,,"12/21/11 00:00:00","Residential",,"Tax Suit",,"Available"
